text,summary,combined
"Section_83: A marvelous case is it to hear either the warnings of what he should have avoided or the tokens of that he could not avoid. For the same night next before his death, the Lord Stanley sent a trusty secret messenger unto him at midnight in all the haste, requiring him to rise and ride away with him, for he was disposed utterly no longer to remain at home, he had so fearful a dream, in which he thought that a boar with his tusks so slashed them both by the heads that the blood ran about both their shoulders. And forasmuch as the Protector gave the boar for his coat of arms, this dream made so fearful an impression in his heart that he was thoroughly determined no longer to tarry, but had his horse ready, if the Lord Hastings would go with him to ride so far yet the same night, that they should be out of danger before day.","Section_83:  The night before his death, Lord Stanley sent a messenger to King Edward IV, warning him of a dream in which a boar with the Protector's coat of arms slashed them both. King Edward IV heeded the warning and rode away with Lord Hastings.","Summary: Section_83: A marvelous case is it to hear either the warnings of what he should have avoided or the tokens of that he could not avoid. For the same night next before his death, the Lord Stanley sent a trusty secret messenger unto him at midnight in all the haste, requiring him to rise and ride away with him, for he was disposed utterly no longer to remain at home, he had so fearful a dream, in which he thought that a boar with his tusks so slashed them both by the heads that the blood ran about both their shoulders. And forasmuch as the Protector gave the boar for his coat of arms, this dream made so fearful an impression in his heart that he was thoroughly determined no longer to tarry, but had his horse ready, if the Lord Hastings would go with him to ride so far yet the same night, that they should be out of danger before day., Text: Section_83:  The night before his death, Lord Stanley sent a messenger to King Edward IV, warning him of a dream in which a boar with the Protector's coat of arms slashed them both. King Edward IV heeded the warning and rode away with Lord Hastings."
"Section_84: Ay, good Lord,ù said the Lord Hastings to this messenger, leans my Lord thy master so much to such trifles and has such faith in dreams, which either his own fear fancies or do rise in the night's rest by reason of his day thoughts? Tell him it is plain witchcraft to believe in such dreams, which, if they were tokens of things to come, why thinks he not that we might be as likely to make them true by our going if we were caught and brought back (as friends fail those who flee), for then had the boar a cause likely to slash us with his tusks, as folk that fled for some falsehood; wherefore, either is there no peril, nor none there is indeed; or if any be, it is rather in going than abiding. And if we must fall in peril one way or other, yet had I rather that men should see it were by other men's falsehood than think it were either our own fault or faint heart. And therefore go to thy master, man, and commend me to him, and pray him be merry and have no fear, for I assure him I am as sure of the man that he knows of, as I am of my own hand.ù God send grace, sir,ù said the messenger, and went his way.","Section_84:  William Hasting refuses to believe the messenger's dream, saying it is witchcraft. He says that if there is any danger, it is better to face it than to flee.","Summary: Section_84: Ay, good Lord,ù said the Lord Hastings to this messenger, leans my Lord thy master so much to such trifles and has such faith in dreams, which either his own fear fancies or do rise in the night's rest by reason of his day thoughts? Tell him it is plain witchcraft to believe in such dreams, which, if they were tokens of things to come, why thinks he not that we might be as likely to make them true by our going if we were caught and brought back (as friends fail those who flee), for then had the boar a cause likely to slash us with his tusks, as folk that fled for some falsehood; wherefore, either is there no peril, nor none there is indeed; or if any be, it is rather in going than abiding. And if we must fall in peril one way or other, yet had I rather that men should see it were by other men's falsehood than think it were either our own fault or faint heart. And therefore go to thy master, man, and commend me to him, and pray him be merry and have no fear, for I assure him I am as sure of the man that he knows of, as I am of my own hand.ù God send grace, sir,ù said the messenger, and went his way., Text: Section_84:  William Hasting refuses to believe the messenger's dream, saying it is witchcraft. He says that if there is any danger, it is better to face it than to flee."
"Section_85: Certain is it also, that in the riding toward the Tower, the same morning in which he was beheaded, his horse twice or thrice stumbled with him almost to the falling, which thing, although each man knows well daily happens to them to whom no such mischance is aimed, yet has it been of an old rite and custom observed as a token oftentimes notably foregoing some great misfortune.","Section_85:  It is certain that on the morning of his execution, the horse carrying King Edward IV stumbled twice or thrice, almost causing the King to fall. This was observed as a token of some great misfortune to come.","Summary: Section_85: Certain is it also, that in the riding toward the Tower, the same morning in which he was beheaded, his horse twice or thrice stumbled with him almost to the falling, which thing, although each man knows well daily happens to them to whom no such mischance is aimed, yet has it been of an old rite and custom observed as a token oftentimes notably foregoing some great misfortune., Text: Section_85:  It is certain that on the morning of his execution, the horse carrying King Edward IV stumbled twice or thrice, almost causing the King to fall. This was observed as a token of some great misfortune to come."
"Section_86: Now this that follows was no warning, but an enemy's scorn. The same morning before he were up, came a knight unto him, as it were of courtesy to accompany him to the Council, but of truth sent by the Protector to haste him thitherward, with whom he was of secret confederacy in that purpose, a mean man at that time, and now of great authority.  This knight, when it happened that the Lord Chamberlain by the way to stay his horse and talk awhile with a priest whom he met in the Tower Street, revealed his tale and said merrily to him: What, my Lord, I pray you, come on; whereto talk you so long with that priest? You have no need of a priest yet.ù And therewith he laughed upon him, as though he would say, You shall have soon.ù But so little knew the other what he meant, and so little mistrusted, that he was never merrier nor never so full of good hope in his life, which is the very thing often seen a sign of change. But I shall rather let anything pass me than the vain security of a man's mind so near his death.","Section_86:  William Hasting, a knight in secret confederacy with the Protector, met the Lord Chamberlain on the way to the Council. The Lord Chamberlain talked with a priest, and William Hasting said merrily to him, ""What, my Lord, I pray you, come on; whereto talk you so long with that priest? You have no need of a priest yet."" The Lord Chamberlain took this as a sign of change and was full of good hope.","Summary: Section_86: Now this that follows was no warning, but an enemy's scorn. The same morning before he were up, came a knight unto him, as it were of courtesy to accompany him to the Council, but of truth sent by the Protector to haste him thitherward, with whom he was of secret confederacy in that purpose, a mean man at that time, and now of great authority.  This knight, when it happened that the Lord Chamberlain by the way to stay his horse and talk awhile with a priest whom he met in the Tower Street, revealed his tale and said merrily to him: What, my Lord, I pray you, come on; whereto talk you so long with that priest? You have no need of a priest yet.ù And therewith he laughed upon him, as though he would say, You shall have soon.ù But so little knew the other what he meant, and so little mistrusted, that he was never merrier nor never so full of good hope in his life, which is the very thing often seen a sign of change. But I shall rather let anything pass me than the vain security of a man's mind so near his death., Text: Section_86:  William Hasting, a knight in secret confederacy with the Protector, met the Lord Chamberlain on the way to the Council. The Lord Chamberlain talked with a priest, and William Hasting said merrily to him, ""What, my Lord, I pray you, come on; whereto talk you so long with that priest? You have no need of a priest yet."" The Lord Chamberlain took this as a sign of change and was full of good hope."
"Section_87: Upon the very Tower wharf so near the place where his head was off so soon after, there met he with one Hastings, a messenger of his own name. And of their meeting in that place, he was put in remembrance of another time, in which it had happened to them before, to meet in like manner together in the same place. At which other time the Lord Chamberlain had been accused unto King Edward by the Lord Rivers, the Queen's brother, in such a way that he was for the while (but it lasted not long) far fallen into the King's indignation, and stood in great fear of himself. And forasmuch as he now met this messenger in the same place, and that jeopardy so well past, it gave him great pleasure to talk with him thereof, with whom he had before talked thereof in the same place while he was therein. And therefore he said: Ah, Hastings [the messenger], art you remembered when I met thee here once with a heavy heart?ù Yea, my Lord,ù said he, that remember I well, and thanks be God they got no good, nor you none harm thereby.ù",Section_87:  William Hastings meets a messenger named Hastings and they discuss a time when Lord Rivers accused Lord Chamberlain of something and he was in danger.,"Summary: Section_87: Upon the very Tower wharf so near the place where his head was off so soon after, there met he with one Hastings, a messenger of his own name. And of their meeting in that place, he was put in remembrance of another time, in which it had happened to them before, to meet in like manner together in the same place. At which other time the Lord Chamberlain had been accused unto King Edward by the Lord Rivers, the Queen's brother, in such a way that he was for the while (but it lasted not long) far fallen into the King's indignation, and stood in great fear of himself. And forasmuch as he now met this messenger in the same place, and that jeopardy so well past, it gave him great pleasure to talk with him thereof, with whom he had before talked thereof in the same place while he was therein. And therefore he said: Ah, Hastings [the messenger], art you remembered when I met thee here once with a heavy heart?ù Yea, my Lord,ù said he, that remember I well, and thanks be God they got no good, nor you none harm thereby.ù, Text: Section_87:  William Hastings meets a messenger named Hastings and they discuss a time when Lord Rivers accused Lord Chamberlain of something and he was in danger."
"Section_88: Thou would say so,ù said he, if thou knew as much as I know, which few know else as yet, and more shall shortly.ù By that meant he the lords of the Queen's kindred that were taken before and should that day be beheaded at Pomfret, which he well knew, but was nothing aware that the axe hang over his own head. In faith, man,ù said he, I was never so sorry, nor never stood in so great dread in my life, as I did when thou and I met here. And lo how the world is turned; now stand mine enemies in that danger (as thou may by chance hear more hereafter) and I never in my life so merry, nor never in so great safety.ù","Section_88:  William Hastings meets a messenger and they discuss how the world has changed. William Hastings is happy and safe, while his enemies are in danger.","Summary: Section_88: Thou would say so,ù said he, if thou knew as much as I know, which few know else as yet, and more shall shortly.ù By that meant he the lords of the Queen's kindred that were taken before and should that day be beheaded at Pomfret, which he well knew, but was nothing aware that the axe hang over his own head. In faith, man,ù said he, I was never so sorry, nor never stood in so great dread in my life, as I did when thou and I met here. And lo how the world is turned; now stand mine enemies in that danger (as thou may by chance hear more hereafter) and I never in my life so merry, nor never in so great safety.ù, Text: Section_88:  William Hastings meets a messenger and they discuss how the world has changed. William Hastings is happy and safe, while his enemies are in danger."
"Section_89: O good God, the blindness of our mortal nature: when he most feared, he was in good surety; when he reckoned himself most sure, he lost his life, and that within two hours after. Thus ended this honorable man, a good knight and a gentle one, of great authority with his prince,  of living somewhat dissolute, plain and open to his enemy, and secret to his friend, easy to beguile, as he that of good heart and courage forestudied no perils; a loving man and passing well beloved; very faithful, and trusty enough, trusting too much. Now flew the fame of this lord's death swiftly through the city, and so forth further about like a wind in every man's ear. But the Protector, immediately after dinner, intending to set some color  upon the matter, sent in all the haste for many substantial men out of the city into the Tower. And at their coming, he himself with the Duke of Buckingham stood armed in old ill-faring body armor, such as no man should suppose that they would have put upon their backs, except that some sudden necessity had constrained them. And then the Protector showed them that the Lord Chamberlain and others of his conspiracy had contrived to have suddenly destroyed him and the Duke there, the same day, in the Council. And what they intended further was as yet not well known. Of which their treason he never had knowledge before ten of the clock the same day before noon. Which sudden fear drove them to put on for their defense such armor as came next to hand. And so had God helped them that the mischief turned upon them that would have done it. And this he required them to report. Every man answered him fair, as though no man mistrusted the matter, which of truth no man believed.","Section_89:  William Hastings was a good knight and a gentle man who was loved by many. He was killed by Richard III, who then pretended that Hastings was part of a conspiracy to kill him.","Summary: Section_89: O good God, the blindness of our mortal nature: when he most feared, he was in good surety; when he reckoned himself most sure, he lost his life, and that within two hours after. Thus ended this honorable man, a good knight and a gentle one, of great authority with his prince,  of living somewhat dissolute, plain and open to his enemy, and secret to his friend, easy to beguile, as he that of good heart and courage forestudied no perils; a loving man and passing well beloved; very faithful, and trusty enough, trusting too much. Now flew the fame of this lord's death swiftly through the city, and so forth further about like a wind in every man's ear. But the Protector, immediately after dinner, intending to set some color  upon the matter, sent in all the haste for many substantial men out of the city into the Tower. And at their coming, he himself with the Duke of Buckingham stood armed in old ill-faring body armor, such as no man should suppose that they would have put upon their backs, except that some sudden necessity had constrained them. And then the Protector showed them that the Lord Chamberlain and others of his conspiracy had contrived to have suddenly destroyed him and the Duke there, the same day, in the Council. And what they intended further was as yet not well known. Of which their treason he never had knowledge before ten of the clock the same day before noon. Which sudden fear drove them to put on for their defense such armor as came next to hand. And so had God helped them that the mischief turned upon them that would have done it. And this he required them to report. Every man answered him fair, as though no man mistrusted the matter, which of truth no man believed., Text: Section_89:  William Hastings was a good knight and a gentle man who was loved by many. He was killed by Richard III, who then pretended that Hastings was part of a conspiracy to kill him."
"Section_90: Yet for the further appeasing of the people's mind, he sent immediately after dinner in all the haste, one herald of arms, with a proclamation to be made through the city in the King's name, containing that the Lord Hastings with diverse others of his traitorous purpose had before conspired the same day to have slain the Lord Protector and the Duke of Buckingham while sitting in the Council, and after to have taken upon them to rule the King and the realm at their pleasure, and thereby to pillage and spoil whom they pleased, uncontrolled. And much matter was there in the proclamation devised to the slander of the Lord Chamberlain, as that he was an evil counselor to the King's father, enticing him to many things highly redounding to the diminishing of his honor and to the universal hurt of his realm, by his evil company, sinister procuring, and ungracious example, as well in many other things, as in the vicious living and inordinate misuse of his body, both with many others, and also especially with Shore's wife î who was one also of his most secret counsel in this heinous treason, with whom he lay nightly, and, namely, the night last past before his deathîso that it was the less marvel if ungracious living brought him to an unhappy ending, which he was now put unto, by the most dread commandment of the King's Highness and of his honorable and faithful Council, both for his demerits, being so openly taken in his falsely conceived treason, and also lest the delaying of his execution might have encouraged other mischievous persons and partners of his conspiracy to gather and assemble themselves together in making some great commotion for his deliverance; whose hope now being by his well deserved death prudently repressed, all the realm should by God's grace rest in good quiet and peace.","Section_90:  Richard III had a proclamation made in the name of the King that Lord Hastings and others had conspired to kill the Lord Protector and Duke of Buckingham. The proclamation also slandered the Lord Chamberlain, saying that he was an evil counselor to the King's father and that he had encouraged the King to live a vicious life. The proclamation concluded by saying that the Lord Chamberlain had been put to death by the command of the King and his Council, in order to discourage other conspirators from making a commotion.","Summary: Section_90: Yet for the further appeasing of the people's mind, he sent immediately after dinner in all the haste, one herald of arms, with a proclamation to be made through the city in the King's name, containing that the Lord Hastings with diverse others of his traitorous purpose had before conspired the same day to have slain the Lord Protector and the Duke of Buckingham while sitting in the Council, and after to have taken upon them to rule the King and the realm at their pleasure, and thereby to pillage and spoil whom they pleased, uncontrolled. And much matter was there in the proclamation devised to the slander of the Lord Chamberlain, as that he was an evil counselor to the King's father, enticing him to many things highly redounding to the diminishing of his honor and to the universal hurt of his realm, by his evil company, sinister procuring, and ungracious example, as well in many other things, as in the vicious living and inordinate misuse of his body, both with many others, and also especially with Shore's wife î who was one also of his most secret counsel in this heinous treason, with whom he lay nightly, and, namely, the night last past before his deathîso that it was the less marvel if ungracious living brought him to an unhappy ending, which he was now put unto, by the most dread commandment of the King's Highness and of his honorable and faithful Council, both for his demerits, being so openly taken in his falsely conceived treason, and also lest the delaying of his execution might have encouraged other mischievous persons and partners of his conspiracy to gather and assemble themselves together in making some great commotion for his deliverance; whose hope now being by his well deserved death prudently repressed, all the realm should by God's grace rest in good quiet and peace., Text: Section_90:  Richard III had a proclamation made in the name of the King that Lord Hastings and others had conspired to kill the Lord Protector and Duke of Buckingham. The proclamation also slandered the Lord Chamberlain, saying that he was an evil counselor to the King's father and that he had encouraged the King to live a vicious life. The proclamation concluded by saying that the Lord Chamberlain had been put to death by the command of the King and his Council, in order to discourage other conspirators from making a commotion."
"Section_91: Now was this proclamation made within two hours after he was beheaded, and it was so curiously composed and so fair written in parchment in so well a set hand, and therewith of itself so long a process, that every child might well perceive that it was prepared before. For all the time between his death and the proclaiming could scant have sufficed unto the bare writing alone, had it all been but in paper and scribbled forth in haste at random. So that upon the proclaiming thereof, one that was schoolmaster of Paul's, who was by chance standing by and comparing the shortness of the time with the length of the matter, said unto them that stood about him, Here is a gay goodly cast, foul cast away for haste.ù  And a merchant answered him that it was written by prophecy.","Section_91:  A proclamation was made within two hours of King Edward IV's death, which was so well written that it was obvious it had been prepared beforehand. Those who saw it remarked on the haste with which it had been put together.","Summary: Section_91: Now was this proclamation made within two hours after he was beheaded, and it was so curiously composed and so fair written in parchment in so well a set hand, and therewith of itself so long a process, that every child might well perceive that it was prepared before. For all the time between his death and the proclaiming could scant have sufficed unto the bare writing alone, had it all been but in paper and scribbled forth in haste at random. So that upon the proclaiming thereof, one that was schoolmaster of Paul's, who was by chance standing by and comparing the shortness of the time with the length of the matter, said unto them that stood about him, Here is a gay goodly cast, foul cast away for haste.ù  And a merchant answered him that it was written by prophecy., Text: Section_91:  A proclamation was made within two hours of King Edward IV's death, which was so well written that it was obvious it had been prepared beforehand. Those who saw it remarked on the haste with which it had been put together."
"Section_92: Now then, by and by, as if it were for anger and not for covetousness, the Protector sent into the house of Shore's wife (for her husband dwelled not with her) and spoiled her of all that ever she had, above the value of two or three thousand marks, and sent her body to prison. And when he had a while laid accusations unto her for the sake of appearancesîthat she went about to bewitch him, and she was of counsel with the Lord Chamberlain to destroy himîin conclusion, when no pretext could fasten upon these matters, then he laid heinously to her charge the thing that she herself could not deny, that all the world knew was true, and that nevertheless every man laughed at to hear it then so suddenly so highly taken, that she was wicked with her body. And for this cause (as a goodly continent prince, clean and faultless of himself, sent out of heaven into this vicious world for the amendment of men's manners), he caused the Bishop of London to put her to open penance, going before the cross in procession upon a Sunday with a taper in her hand.","Section_92:  The Protector sent men to arrest Jane Shore and confiscate her belongings on the pretense that she was a witch who was trying to kill him. When this accusation failed to stick, he accused her of being a whore, which she could not deny. For this, she was made to do public penance by the Bishop of London.","Summary: Section_92: Now then, by and by, as if it were for anger and not for covetousness, the Protector sent into the house of Shore's wife (for her husband dwelled not with her) and spoiled her of all that ever she had, above the value of two or three thousand marks, and sent her body to prison. And when he had a while laid accusations unto her for the sake of appearancesîthat she went about to bewitch him, and she was of counsel with the Lord Chamberlain to destroy himîin conclusion, when no pretext could fasten upon these matters, then he laid heinously to her charge the thing that she herself could not deny, that all the world knew was true, and that nevertheless every man laughed at to hear it then so suddenly so highly taken, that she was wicked with her body. And for this cause (as a goodly continent prince, clean and faultless of himself, sent out of heaven into this vicious world for the amendment of men's manners), he caused the Bishop of London to put her to open penance, going before the cross in procession upon a Sunday with a taper in her hand., Text: Section_92:  The Protector sent men to arrest Jane Shore and confiscate her belongings on the pretense that she was a witch who was trying to kill him. When this accusation failed to stick, he accused her of being a whore, which she could not deny. For this, she was made to do public penance by the Bishop of London."
"Section_93: During which procession, she went in such countenance and pace demure and so womanly, and although she went without all attire save her outer petticoat alone, yet went she so fair and lovely, that, namely, while the wondering of the people cast a comely redness in her cheeks (of which she before had been most missing), her great shame won her much praise among those that were more amorous of her body than curious of her soul, and many good folk also, that hated her living and glad were to see sin corrected, yet pitied they more her penance than rejoiced therein, when they considered that the Protector procured it more of a corrupt intent than any virtuous affection.","Section_93:  Jane Shore was forced to do public penance by the Protector, but many people pitied her more than rejoiced in her punishment.","Summary: Section_93: During which procession, she went in such countenance and pace demure and so womanly, and although she went without all attire save her outer petticoat alone, yet went she so fair and lovely, that, namely, while the wondering of the people cast a comely redness in her cheeks (of which she before had been most missing), her great shame won her much praise among those that were more amorous of her body than curious of her soul, and many good folk also, that hated her living and glad were to see sin corrected, yet pitied they more her penance than rejoiced therein, when they considered that the Protector procured it more of a corrupt intent than any virtuous affection., Text: Section_93:  Jane Shore was forced to do public penance by the Protector, but many people pitied her more than rejoiced in her punishment."
"Section_94: This woman was born in London, with worthy friends, honestly brought up, and very well married (saving somewhat too soon), her husband an honest citizen, young and goodly and of good substance. But forasmuch as they were coupled before she were well ripe, she not very fervently loved for whom she never longed. Which was perchance the thing that more easily made her incline unto the King's appetite when he required her. However, the respect of his royalty, the hope of gay apparel, ease, pleasure and other wanton wealth was soon able to pierce a soft tender heart. But when the King had abused her, at once her husband (as he was an honest man and one that could know his own good, not presuming to touch a King's concubine) left her up to him all together. When the King died, the Lord Chamberlain took her, who in the King's days, although he was sore enamored upon her, yet he endured her absence, either for reverence or for a certain friendly faithfulness.","Section_94:  Jane Shore was born in London to good friends. She married William Shore, an honest citizen, when she was young. When King Edward IV began to pursue her, she was easily swayed by the prospect of wealth and status. However, when the King died, her husband took her back, despite the fact that he had been enamored with her during the King's lifetime.","Summary: Section_94: This woman was born in London, with worthy friends, honestly brought up, and very well married (saving somewhat too soon), her husband an honest citizen, young and goodly and of good substance. But forasmuch as they were coupled before she were well ripe, she not very fervently loved for whom she never longed. Which was perchance the thing that more easily made her incline unto the King's appetite when he required her. However, the respect of his royalty, the hope of gay apparel, ease, pleasure and other wanton wealth was soon able to pierce a soft tender heart. But when the King had abused her, at once her husband (as he was an honest man and one that could know his own good, not presuming to touch a King's concubine) left her up to him all together. When the King died, the Lord Chamberlain took her, who in the King's days, although he was sore enamored upon her, yet he endured her absence, either for reverence or for a certain friendly faithfulness., Text: Section_94:  Jane Shore was born in London to good friends. She married William Shore, an honest citizen, when she was young. When King Edward IV began to pursue her, she was easily swayed by the prospect of wealth and status. However, when the King died, her husband took her back, despite the fact that he had been enamored with her during the King's lifetime."
"Section_95: Attractive she was and fair; nothing in her body that you would have changed, but if you would, you might have wished her somewhat higher. Thus say they that knew her in her youth. Although some that now see her (for yet she lives) judge her never to have been a beauty, whose judgment seems to me somewhat as though men should guess the beauty of one long before departed by her scalp taken out of a house for the dead; for now is she old, lean, withered and dried up, nothing left but wrinkled skin and hard bone. And yet, being even such, whosoever well observed her appearance might guess and devise which parts, how filled, would make it a fair face. Yet she delighted not men so much in her beauty as in her pleasant behavior. For a proper wit had she, and could both read well and write, merry in company, ready and quick of answer, neither mute nor full of babble, sometimes taunting without displeasure, and not without play.",Section_95:  Jane Shore was a beautiful and pleasant woman. She was well-educated and could read and write. She was also quick-witted and could hold her own in conversation.,"Summary: Section_95: Attractive she was and fair; nothing in her body that you would have changed, but if you would, you might have wished her somewhat higher. Thus say they that knew her in her youth. Although some that now see her (for yet she lives) judge her never to have been a beauty, whose judgment seems to me somewhat as though men should guess the beauty of one long before departed by her scalp taken out of a house for the dead; for now is she old, lean, withered and dried up, nothing left but wrinkled skin and hard bone. And yet, being even such, whosoever well observed her appearance might guess and devise which parts, how filled, would make it a fair face. Yet she delighted not men so much in her beauty as in her pleasant behavior. For a proper wit had she, and could both read well and write, merry in company, ready and quick of answer, neither mute nor full of babble, sometimes taunting without displeasure, and not without play., Text: Section_95:  Jane Shore was a beautiful and pleasant woman. She was well-educated and could read and write. She was also quick-witted and could hold her own in conversation."
"Section_96: The King would say that he had three concubines in whom three diverse qualities differently excelled: one the merriest; another the wiliest; the third the holiest harlot in his realm, as one whom no man could get out of the church lightly to any place, but it were to his bed. The other two were somewhat greater personages, and, despite their humility, remained content to be nameless and to forego the praise of their qualities. But the merriest was this Shore's wife, in whom the King therefore took special pleasure. For many he had, but her he loved, whose favor, to speak truth (for sin it were to belie the devil), she never abused to any man's hurt, but to many a man's comfort and relief: where the King took displeasure, she would mitigate and appease his mind; where men were out of favor, she would bring them in his grace; for many who had highly offended, she obtained pardon; of great forfeitures she got men remission; and finally, in many weighty suits, she stood many men in great stead either for none or very small rewards, and those rather gay than richîeither because she was content with the deed itself well done, or because she delighted to be sued unto and to show what she was able to do with the King, or because wanton and wealthy women be not always covetous.","Section_96:  King Edward IV had three concubines, one of whom was Shore's wife. The King took special pleasure in her because she was the merriest of the three. She was also content with the deed itself well done, or because she delighted to be sued unto and to show what she was able to do with the King, or because wanton and wealthy women be not always covetous.","Summary: Section_96: The King would say that he had three concubines in whom three diverse qualities differently excelled: one the merriest; another the wiliest; the third the holiest harlot in his realm, as one whom no man could get out of the church lightly to any place, but it were to his bed. The other two were somewhat greater personages, and, despite their humility, remained content to be nameless and to forego the praise of their qualities. But the merriest was this Shore's wife, in whom the King therefore took special pleasure. For many he had, but her he loved, whose favor, to speak truth (for sin it were to belie the devil), she never abused to any man's hurt, but to many a man's comfort and relief: where the King took displeasure, she would mitigate and appease his mind; where men were out of favor, she would bring them in his grace; for many who had highly offended, she obtained pardon; of great forfeitures she got men remission; and finally, in many weighty suits, she stood many men in great stead either for none or very small rewards, and those rather gay than richîeither because she was content with the deed itself well done, or because she delighted to be sued unto and to show what she was able to do with the King, or because wanton and wealthy women be not always covetous., Text: Section_96:  King Edward IV had three concubines, one of whom was Shore's wife. The King took special pleasure in her because she was the merriest of the three. She was also content with the deed itself well done, or because she delighted to be sued unto and to show what she was able to do with the King, or because wanton and wealthy women be not always covetous."
"Section_97: I doubt not some shall think this woman too slight a thing to be written of and set among the remembrances of great matters, which they shall specially think, that by chance esteem her only by what they now see. But to me seems the change so much the more worthy to be remembered, in how much she is now in the more beggarly conditionîwithout friends and worn out of acquaintanceîafter good substance, after great favor with the Prince, after great suit and seeking to by all those that those days had business to speed, as many other men were in their times, who be now famous only by the infamy of their ill deeds. Her doings were not much less, although they be much less remembered because they were not so evil. For men use, if they have an evil turn, to write it in marble; and whosoever does us a good turn, we write it in dust,  which is not worst proved by her, for at this day she begs of many at this day living, that at this day had begged if she had not been.","Section_97:  Jane Shore was a woman who was in good favor with the Prince and had many friends. However, she is now in a beggarly condition. Men tend to remember those who have done them evil, and Jane Shore is an example of someone who is not remembered because she did not do anything evil.","Summary: Section_97: I doubt not some shall think this woman too slight a thing to be written of and set among the remembrances of great matters, which they shall specially think, that by chance esteem her only by what they now see. But to me seems the change so much the more worthy to be remembered, in how much she is now in the more beggarly conditionîwithout friends and worn out of acquaintanceîafter good substance, after great favor with the Prince, after great suit and seeking to by all those that those days had business to speed, as many other men were in their times, who be now famous only by the infamy of their ill deeds. Her doings were not much less, although they be much less remembered because they were not so evil. For men use, if they have an evil turn, to write it in marble; and whosoever does us a good turn, we write it in dust,  which is not worst proved by her, for at this day she begs of many at this day living, that at this day had begged if she had not been., Text: Section_97:  Jane Shore was a woman who was in good favor with the Prince and had many friends. However, she is now in a beggarly condition. Men tend to remember those who have done them evil, and Jane Shore is an example of someone who is not remembered because she did not do anything evil."
"Section_98: Now was it so devised by the Protector and his Council that the same day in which the Lord Chamberlain was beheaded in the Tower of London, and about the same hour, was thereînot without his assentîbeheaded at Pomfret the before mentioned lords and knights that were taken from the King at Northampton and Stony Stratford. Which thing was done in the presence and by the order of Sir Richard Radcliff, knight, whose service the Protector specially used in the Council and in the execution of such lawless enterprises, as a man that had been long secret with him, having experience of the world and a shrewd wit, short and rude in speech, rough and boisterous of behavior, bold in mischief, as far from pity as from all fear of God. This knight, bringing them out of the prison to the scaffold, and showing to the people about that they were traitors, not suffering them to speak and declare their innocence lest their words might have inclined men to pity them and to hate the Protector and his part, caused them hastily, without judgment, process, or manner of order to be beheaded, and without other earthly guilt, but only that they were good men, too true to the King and too close to the Queen.","Section_98:  On the same day that the Lord Chamberlain was beheaded, Richard III had the before mentioned lords and knights who were taken from the King at Northampton and Stony Stratford beheaded. This was done in the presence and by the order of Sir Richard Radcliff, who was a loyal servant of the Protector. The knights were brought out of prison to the scaffold and were quickly beheaded without a trial or any other form of due process. The only reason given for their execution was that they were good men who were too loyal to the King and too close to the Queen.","Summary: Section_98: Now was it so devised by the Protector and his Council that the same day in which the Lord Chamberlain was beheaded in the Tower of London, and about the same hour, was thereînot without his assentîbeheaded at Pomfret the before mentioned lords and knights that were taken from the King at Northampton and Stony Stratford. Which thing was done in the presence and by the order of Sir Richard Radcliff, knight, whose service the Protector specially used in the Council and in the execution of such lawless enterprises, as a man that had been long secret with him, having experience of the world and a shrewd wit, short and rude in speech, rough and boisterous of behavior, bold in mischief, as far from pity as from all fear of God. This knight, bringing them out of the prison to the scaffold, and showing to the people about that they were traitors, not suffering them to speak and declare their innocence lest their words might have inclined men to pity them and to hate the Protector and his part, caused them hastily, without judgment, process, or manner of order to be beheaded, and without other earthly guilt, but only that they were good men, too true to the King and too close to the Queen., Text: Section_98:  On the same day that the Lord Chamberlain was beheaded, Richard III had the before mentioned lords and knights who were taken from the King at Northampton and Stony Stratford beheaded. This was done in the presence and by the order of Sir Richard Radcliff, who was a loyal servant of the Protector. The knights were brought out of prison to the scaffold and were quickly beheaded without a trial or any other form of due process. The only reason given for their execution was that they were good men who were too loyal to the King and too close to the Queen."
"Section_99: Now when the Lord Chamberlain and these other lords were thus beheaded and rid out of the way, then thought the Protector that, while men mused what the matter meant, while the lords of the realm were about him out of their own strengths, while no man knew what to think nor whom to trust, before ever they should have space to dispute and digest the matter and make parties, it were best hastily to pursue his purpose and put himself in possession of the crown, before men could have time to devise any ways to resist. But now was all the study by what means this matter, being of itself so heinous, might be first broken to the people, in such a way that it might be well taken. To this counsel, they took diverse opinions, such as those thought suitable to be trusted, likely to be induced to the part, and able to stand them in position, either by power or policy.","Section_99:  Richard III and his advisors discuss how to best tell the people of his plan to take the crown, as they know the people will be resistant to the idea. They consider who would be best to trust with this information and who would be most likely to support the plan.","Summary: Section_99: Now when the Lord Chamberlain and these other lords were thus beheaded and rid out of the way, then thought the Protector that, while men mused what the matter meant, while the lords of the realm were about him out of their own strengths, while no man knew what to think nor whom to trust, before ever they should have space to dispute and digest the matter and make parties, it were best hastily to pursue his purpose and put himself in possession of the crown, before men could have time to devise any ways to resist. But now was all the study by what means this matter, being of itself so heinous, might be first broken to the people, in such a way that it might be well taken. To this counsel, they took diverse opinions, such as those thought suitable to be trusted, likely to be induced to the part, and able to stand them in position, either by power or policy., Text: Section_99:  Richard III and his advisors discuss how to best tell the people of his plan to take the crown, as they know the people will be resistant to the idea. They consider who would be best to trust with this information and who would be most likely to support the plan."
